transcript_id	C4_R1	C4_R2	C4_R3	C3_R1	C3_R2	C3_R3	transcript_length	gene_id	HGNC symbol
ENST00000396821	126.31507668106484	70.44315347581927	78.6258007195384	140.83717445076923	71.6705203791712	74.60962665055864	4791	ENSG00000100201	DDX17
ENST00000403230	126.31507668106484	70.44315347581927	78.6258007195384	140.83717445076923	71.6705203791712	74.60962665055864	4761	ENSG00000100201	DDX17
ENST00000558518	126.31507668106484	73.7451762949983	58.40773767737138	142.20452565902912	83.61560710903305	61.69642203796195	5173	ENSG00000130164	LDLR
ENST00000302445	126.31507668106484	138.68495840551924	135.91031267234493	139.46982324250934	117.74442633720983	140.61045022605285	1991	ENSG00000065427	KARS1
ENST00000506237	126.31507668106484	175.0072094164885	172.9767615829845	123.06160874339056	196.24071056201635	175.04566252631065	908	ENSG00000113387	SUB1
ENST00000265304	126.31507668106484	171.70518659730948	162.86773006190094	116.22485270209111	146.75392268116002	137.74084920103135	677	ENSG00000106028	SSBP1
ENST00000358528	126.31507668106484	116.67147294432567	126.9245068758263	129.89836478469007	97.26713480030375	88.95763177566607	4097	ENSG00000009307	CSDE1
ENST00000277900	126.31507668106484	103.46338166760957	84.24192934236257	132.63306720120985	58.01899268790048	63.13122255047269	4337	ENSG00000148700	ADD3
ENST00000249923	126.31507668106484	93.55731321007246	98.8438637617054	123.06160874339056	97.26713480030375	123.3928440759239	3481	ENSG00000129083	COPB1
ENST00000429243	126.31507668106484	143.08765549775794	134.7870869477801	116.22485270209111	127.98307210566283	123.3928440759239	1105	ENSG00000205352	PRR13
ENST00000294785	125.01285939569307	118.87282149044503	85.36515506692739	116.22485270209111	104.0928986459391	87.52283126315533	2822	ENSG00000162736	NCSTN
ENST00000336854	125.01285939569307	156.295746774474	86.48838079149225	181.85771069856608	192.82782863919866	134.87124817600986	1433	ENSG00000123395	ATG101
ENST00000348367	125.01285939569307	66.04045638358058	78.6258007195384	363.7154213971322	180.8827419093368	203.7416727765255	6372	ENSG00000119927	GPAM
ENST00000360982	125.01285939569307	119.9734957635047	94.35096086344608	117.59220391035102	58.01899268790048	93.26203331319832	4989	ENSG00000061676	NCKAP1
ENST00000367103	125.01285939569307	70.44315347581927	86.48838079149225	140.83717445076923	92.14781191607725	84.65323023813384	3091	ENSG00000162889	MAPKAPK2
ENST00000368063	125.01285939569307	89.15461611783377	85.36515506692739	116.22485270209111	81.9091661476242	87.52283126315533	3031	ENSG00000162736	NCSTN
ENST00000616174	125.01285939569307	100.16135884843054	142.64966701973395	151.77598411684835	61.43187461071816	73.1748261380479	3257	ENSG00000121579	NAA50
ENST00000345807	125.01285939569307	101.2620331214902	89.85805796518673	95.71458457819269	131.3959540284805	96.13163433821978	1085	ENSG00000175416	CLTB
ENST00000309324	125.01285939569307	128.7788899479821	199.93417897254048	132.63306720120985	122.86374922143632	146.34965227609578	516	ENSG00000174917	MICOS13
ENST00000359944	125.01285939569307	136.48360985939985	162.86773006190094	132.63306720120985	145.04748171975123	163.56725842622473	1054	ENSG00000136521	NDUFB5
ENST00000409682	125.01285939569307	173.9065351434288	151.63547281625262	127.16366236817025	98.9735757617126	140.61045022605285	1567	ENSG00000115233	PSMD14
ENST00000491935	125.01285939569307	99.06068457537087	84.24192934236257	102.55134061949214	87.02848903185074	71.74002562553714	1530	ENSG00000130706	ADRM1
ENST00000301012	125.01285939569307	140.88630695163855	88.7348322406219	76.57166766255415	63.138315572127	43.044015375322296	1799	ENSG00000167508	MVD
ENST00000339438	125.01285939569307	104.56405594066923	114.56902390561311	143.571876867289	97.26713480030375	103.30563690077351	4006	ENSG00000009307	CSDE1
ENST00000367042	125.01285939569307	124.37619285574341	120.18515252843727	91.612530953413	37.541701150994434	28.69601025021486	3320	ENSG00000117335	CD46
ENST00000543164	125.01285939569307	133.18158704022085	156.12837571451198	125.79631115991037	170.6440961408838	152.08885432613877	814	ENSG00000111639	MRPL51
ENST00000317534	125.01285939569307	121.0741700365644	144.89611846886362	109.38809666079163	191.1213876777898	147.78445278860653	667	ENSG00000062582	MRPS24
ENST00000216038	123.71064211032126	111.16810157902728	97.72063803714059	144.93922807554895	105.79933960734795	91.82723280068755	2019	ENSG00000100220	RTCB
ENST00000223271	123.71064211032126	84.75191902559506	69.63999492301971	181.85771069856608	61.43187461071816	76.04442716306939	685	ENSG00000106538	RARRES2
ENST00000272902	123.71064211032126	136.48360985939985	111.1993467319186	128.53101357643015	119.45086729861866	136.3060486885206	2147	ENSG00000144455	SUMF1
ENST00000301178	123.71064211032126	78.147873387237	108.95289528278892	124.42895995165047	32.42237826676792	35.87001281276857	4717	ENSG00000167601	AXL
ENST00000377482	123.71064211032126	85.85259329865474	74.13289782127906	242.02116386200152	165.52477325665726	233.87248353925108	3097	ENSG00000116285	ERRFI1
ENST00000456179	123.71064211032126	110.06742730596761	129.17095832495593	144.93922807554895	158.69900941102193	152.08885432613877	871	ENSG00000165775	FUNDC2
ENST00000572899	123.71064211032126	116.67147294432567	116.81547535474274	105.28604303601195	167.2312142180661	167.87165996375694	946	ENSG00000172270	BSG
ENST00000488824	123.71064211032126	164.00046668589172	211.16643621818884	98.44928699471247	177.4698599865191	203.7416727765255	1118	ENSG00000134202	GSTM3
ENST00000357602	123.71064211032126	115.57079867126599	90.98128368975158	79.30637007907393	81.9091661476242	73.1748261380479	4335	ENSG00000065150	IPO5
ENST00000296684	123.71064211032126	139.78563267857888	192.07159890058665	124.42895995165047	170.6440961408838	170.74126098877844	669	ENSG00000164258	NDUFS4
ENST00000599551	123.71064211032126	90.25529039089345	117.9387010793076	98.44928699471247	110.91866249157445	186.52406662639663	707	ENSG00000221983	UBA52
ENST00000353999	123.71064211032126	96.85933602925151	120.18515252843727	103.91869182775204	83.61560710903305	51.652818450386754	2503	ENSG00000106682	EIF4H
ENST00000393467	123.71064211032126	179.4099065087272	187.57869600232732	64.26550678821508	88.73492999325956	71.74002562553714	2628	ENSG00000105974	CAV1
ENST00000216037	123.71064211032126	83.65124475253539	105.58321810909442	169.55154982422704	192.82782863919866	165.00205893873547	1850	ENSG00000100219	XBP1
ENST00000403532	123.71064211032126	83.65124475253539	89.85805796518673	134.00041840946975	156.9925684496131	165.00205893873547	1824	ENSG00000100219	XBP1
ENST00000467636	122.40842482494945	144.18832977081757	158.37482716364164	105.28604303601195	124.57019018284515	132.00164715098836	670	ENSG00000150459	SAP18
ENST00000469308	122.40842482494945	156.295746774474	102.21354093539992	134.00041840946975	54.60611076508281	43.044015375322296	815	ENSG00000173812	EIF1
ENST00000503362	122.40842482494945	63.83910783746122	67.39354347389008	155.87803774162808	40.9545830738121	70.30522511302642	4569	ENSG00000129128	SPCS3
ENST00000580018	122.40842482494945	123.27551858268374	128.04773260039113	129.89836478469007	139.9281588355247	147.78445278860653	1190	ENSG00000265354	TIMM23
ENST00000435414	122.40842482494945	154.09439822835466	147.14256991799326	91.612530953413	114.33154441439213	139.1756497135421	687	ENSG00000003436	TFPI
ENST00000504594	122.40842482494945	211.32946042745783	184.20901882863282	114.85750149383121	141.63459979693351	198.00247072648256	886	ENSG00000169230	PRELID1
ENST00000648033	122.40842482494945	133.18158704022085	151.63547281625262	136.73512082598953	158.69900941102193	187.95886713890735	5025	ENSG00000285589	
ENST00000409276	122.40842482494945	159.59776959365303	167.3606329601603	157.24538894988797	163.8183322952484	233.87248353925108	1050	ENSG00000115875	SRSF7
ENST00000321301	122.40842482494945	133.18158704022085	187.57869600232732	113.49015028557133	136.515276912707	104.74043741328424	706	ENSG00000175768	TOMM5
ENST00000546087	122.40842482494945	200.32271769686108	208.9199847690592	113.49015028557133	232.07597075160191	195.13286970146103	2558	ENSG00000112096	SOD2
ENST00000379542	122.40842482494945	138.68495840551924	172.9767615829845	101.18398941123226	134.8088359512982	156.393255863671	929	ENSG00000137210	TMEM14B
ENST00000477278	122.40842482494945	69.3424792027596	52.79160905454721	228.3476517794025	131.3959540284805	140.61045022605285	2728	ENSG00000162576	MXRA8
ENST00000352861	122.40842482494945	134.28226131328051	144.89611846886362	113.49015028557133	165.52477325665726	182.2196650888644	425	ENSG00000132432	SEC61G
ENST00000337387	122.40842482494945	112.26877585208696	137.0335383969098	128.53101357643015	110.91866249157445	156.393255863671	1622	ENSG00000146457	WTAP
ENST00000372792	122.40842482494945	130.98023849410149	124.6780554266966	139.46982324250934	124.57019018284515	97.56643485073054	2629	ENSG00000131236	CAP1
ENST00000372805	122.40842482494945	130.98023849410149	124.6780554266966	139.46982324250934	124.57019018284515	97.56643485073054	2626	ENSG00000131236	CAP1
ENST00000562090	121.10620753957765	80.34922193335635	32.57354601238019	125.79631115991037	66.55119749494467	61.69642203796195	4037	ENSG00000090863	GLG1
ENST00000200453	121.10620753957765	78.147873387237	41.55935180889887	103.91869182775204	165.52477325665726	40.17441435030081	2350	ENSG00000087074	PPP1R15A
ENST00000346798	121.10620753957765	128.7788899479821	97.72063803714059	124.42895995165047	127.98307210566283	114.78404100085945	3583	ENSG00000142192	APP
ENST00000279387	121.10620753957765	127.67821567492244	149.38902136712295	158.6127401581479	153.5796865267954	93.26203331319832	1402	ENSG00000149923	PPP4C
ENST00000372685	121.10620753957765	118.87282149044503	120.18515252843727	102.55134061949214	110.91866249157445	113.34924048834871	1174	ENSG00000180964	TCEAL8
ENST00000323963	121.10620753957765	118.87282149044503	133.66386122321526	146.3065792838088	46.073905958038615	51.652818450386754	1886	ENSG00000156976	EIF4A2
ENST00000234875	119.80399025420583	115.57079867126599	117.9387010793076	128.53101357643015	110.91866249157445	119.08844253839169	2061	ENSG00000116251	RPL22
ENST00000263277	119.80399025420583	77.04719911417733	51.66838332998237	86.14312612037341	59.72543364930933	31.565611275236346	3506	ENSG00000024422	EHD2
ENST00000302754	119.80399025420583	73.7451762949983	51.66838332998237	173.6536034490067	228.66308882878425	127.69724561345613	1830	ENSG00000171223	JUNB
ENST00000379310	119.80399025420583	88.05394184477409	107.8296695582241	51.95934591387602	37.541701150994434	35.87001281276857	7174	ENSG00000102763	VWA8
ENST00000379638	119.80399025420583	71.54382774887897	88.7348322406219	112.12279907731143	58.01899268790048	73.1748261380479	3008	ENSG00000129625	REEP5
ENST00000482389	119.80399025420583	165.10114095895142	156.12837571451198	103.91869182775204	139.9281588355247	139.1756497135421	2773	ENSG00000127922	SEM1
ENST00000608478	119.80399025420583	102.36270739454987	94.35096086344608	101.18398941123226	15.35796865267954	37.30481332527932	3880	ENSG00000138685	FGF2
ENST00000272519	119.80399025420583	118.87282149044503	64.02386630019555	113.49015028557133	59.72543364930933	67.43562408800493	2247	ENSG00000144118	RALB
ENST00000677375	119.80399025420583	112.26877585208696	120.18515252843727	118.9595551186109	150.16680460397774	163.56725842622473	1811	ENSG00000135486	HNRNPA1
ENST00000397062	119.80399025420583	51.731690833804784	56.16128622824171	117.59220391035102	66.55119749494467	83.2184297256231	2446	ENSG00000116044	NFE2L2
ENST00000352818	119.80399025420583	114.47012439820632	98.8438637617054	67.00020920473487	114.33154441439213	76.04442716306939	1023	ENSG00000026508	CD44
ENST00000526033	119.80399025420583	88.05394184477409	69.63999492301971	114.85750149383121	100.68001672312144	84.65323023813384	3613	ENSG00000073921	PICALM
ENST00000621465	119.80399025420583	144.18832977081757	172.9767615829845	169.55154982422704	232.07597075160191	286.9601025021486	914	ENSG00000005243	COPZ2
ENST00000374077	119.80399025420583	158.49709532059336	150.51224709168778	73.83696524603435	124.57019018284515	218.08967790163294	366	ENSG00000125995	ROMO1
ENST00000619133	119.80399025420583	46.2283194685064	61.777414851065885	329.53164119063473	102.38645768453027	97.56643485073054	2513	ENSG00000272398	CD24
ENST00000358334	119.80399025420583	70.44315347581927	43.80580325802854	87.5104773286333	80.20272518621537	74.60962665055864	6680	ENSG00000138119	MYOF
ENST00000475035	119.80399025420583	143.08765549775794	161.74450433733614	106.65339424427182	98.9735757617126	182.2196650888644	532	ENSG00000182004	SNRPE
ENST00000378512	118.50177296883403	116.67147294432567	132.54063549865046	102.55134061949214	83.61560710903305	109.04483895081647	1404	ENSG00000157916	RER1
ENST00000379018	118.50177296883403	110.06742730596761	140.4032155706043	124.42895995165047	114.33154441439213	78.91402818809087	1006	ENSG00000131435	PDLIM4
ENST00000681949	118.50177296883403	129.8795642210418	81.99547789323292	135.36776961772964	71.6705203791712	113.34924048834871	2850	ENSG00000166598	HSP90B1
ENST00000510994	118.50177296883403	132.08091276716115	113.44579818104826	131.26571599294994	110.91866249157445	120.52324305090242	1840	ENSG00000129055	ANAPC13
ENST00000356663	118.50177296883403	84.75191902559506	49.4219318808527	101.18398941123226	85.3220480704419	47.34841691285453	2687	ENSG00000182087	TMEM259
ENST00000241305	117.19955568346224	74.84585056805798	57.284511952806554	112.12279907731143	64.84475653353584	66.00082357549418	3544	ENSG00000121898	CPXM2
ENST00000268042	117.19955568346224	106.76540448678858	103.33676665996475	65.63285799647497	61.43187461071816	66.00082357549418	4062	ENSG00000140450	ARRDC4
ENST00000303562	117.19955568346224	67.14113065664026	62.90064057563072	231.0823541959223	69.96407941776235	47.34841691285453	2104	ENSG00000170345	FOS
ENST00000319211	117.19955568346224	101.2620331214902	79.74902644410322	190.06181794812545	98.9735757617126	130.5668466384776	3727	ENSG00000181104	F2R
ENST00000351677	117.19955568346224	93.55731321007246	89.85805796518673	109.38809666079163	73.37696134058001	63.13122255047269	6073	ENSG00000179295	PTPN11
ENST00000392008	117.19955568346224	91.35596466395313	149.38902136712295	157.24538894988797	167.2312142180661	119.08844253839169	1654	ENSG00000198612	COPS8
ENST00000488353	117.19955568346224	124.37619285574341	137.0335383969098	109.38809666079163	165.52477325665726	169.3064604762677	2469	ENSG00000157916	RER1
ENST00000599899	117.19955568346224	59.43641074522252	99.96708948627024	83.40842370385361	35.835260189585604	31.565611275236346	1992	ENSG00000125730	C3
ENST00000231572	117.19955568346224	139.78563267857888	155.00514998994714	95.71458457819269	90.4413709546684	129.13204612596687	2122	ENSG00000113643	RARS1
ENST00000304400	117.19955568346224	106.76540448678858	65.14709202476038	108.02074545253173	52.89966980367397	37.30481332527932	3832	ENSG00000145730	PAM
ENST00000259632	117.19955568346224	89.15461611783377	122.43160397756692	99.81663820297236	174.05697806370148	143.4800512510743	828	ENSG00000137100	DCTN3
ENST00000553939	117.19955568346224	27.516856826491903	7.86258007195384	226.98030057114266	131.3959540284805	22.95680820017189	6462	ENSG00000119681	LTBP2
ENST00000647067	117.19955568346224	119.9734957635047	134.7870869477801	108.02074545253173	102.38645768453027	140.61045022605285	2541	ENSG00000095303	PTGS1
ENST00000381995	117.19955568346224	89.15461611783377	73.00967209671423	113.49015028557133	93.85425287748608	137.74084920103135	1742	ENSG00000159128	IFNGR2
ENST00000216456	117.19955568346224	115.57079867126599	138.15676412147462	118.9595551186109	114.33154441439213	101.87083638826275	1103	ENSG00000100568	VTI1B
ENST00000585513	117.19955568346224	55.033713652983806	68.5167691984549	304.9193194419567	225.2502069059666	228.1332814892082	1201	ENSG00000095752	IL11
ENST00000380345	117.19955568346224	69.3424792027596	56.16128622824171	116.22485270209111	47.78034691944745	37.30481332527932	4977	ENSG00000145685	LHFPL2
ENST00000538336	117.19955568346224	39.62427383014834	23.58774021586152	139.46982324250934	59.72543364930933	38.73961383779007	3621	ENSG00000122642	FKBP9
ENST00000256644	117.19955568346224	167.30248950507078	188.70192172689215	90.2451797451531	136.515276912707	117.65364202588094	868	ENSG00000134248	LAMTOR5
ENST00000367975	117.19955568346224	161.7991181397724	97.72063803714059	97.08193578645258	116.03798537580099	147.78445278860653	1308	ENSG00000143252	SDHC
ENST00000361665	117.19955568346224	52.83236510686446	29.20386883868569	129.89836478469007	40.9545830738121	28.69601025021486	4729	ENSG00000082641	NFE2L1
ENST00000335890	117.19955568346224	126.57754140186275	119.06192680387242	101.18398941123226	52.89966980367397	67.43562408800493	773	ENSG00000126756	UXT
ENST00000311669	117.19955568346224	104.56405594066923	65.14709202476038	76.57166766255415	59.72543364930933	64.56602306298343	2557	ENSG00000159322	ADPGK
ENST00000318911	117.19955568346224	154.09439822835466	177.4696644812438	103.91869182775204	145.04748171975123	166.4368594512462	1191	ENSG00000179091	CYC1
ENST00000219789	117.19955568346224	99.06068457537087	99.96708948627024	134.00041840946975	141.63459979693351	96.13163433821978	1843	ENSG00000103502	CDIPT
ENST00000297350	115.89733839809044	102.36270739454987	89.85805796518673	83.40842370385361	97.26713480030375	101.87083638826275	2087	ENSG00000164761	TNFRSF11B
ENST00000337619	115.89733839809044	126.57754140186275	172.9767615829845	108.02074545253173	71.6705203791712	123.3928440759239	1226	ENSG00000106367	AP1S1
ENST00000502960	115.89733839809044	147.49035258999663	155.00514998994714	128.53101357643015	197.9471515234252	179.35006406384286	721	ENSG00000131495	NDUFA2
ENST00000503787	115.89733839809044	66.04045638358058	50.54515760541754	165.44949619944737	75.08340230198887	45.91361640034378	3731	ENSG00000164294	GPX8
ENST00000568641	115.89733839809044	100.16135884843054	120.18515252843727	159.98009136640778	218.42444306033124	160.69765740120323	1500	ENSG00000286190	
ENST00000371626	115.89733839809044	106.76540448678858	155.00514998994714	123.06160874339056	119.45086729861866	146.34965227609578	1416	ENSG00000117862	TXNDC12
ENST00000340450	115.89733839809044	126.57754140186275	124.6780554266966	139.46982324250934	109.21222153016562	116.21884151337021	2592	ENSG00000131236	CAP1
ENST00000678540	115.89733839809044	48.429668014625754	26.957417389556024	134.00041840946975	29.00949634395024	54.522419475408235	4059	ENSG00000168615	ADAM9
ENST00000476106	115.89733839809044	114.47012439820632	133.66386122321526	75.20431645429426	88.73492999325956	100.43603587575203	586	ENSG00000142168	SOD1
ENST00000369642	115.89733839809044	155.1950725014143	94.35096086344608	166.81684740770723	209.89223825328705	157.8280563761817	1355	ENSG00000155366	RHOC
ENST00000382952	115.89733839809044	58.33573647216284	59.53096340193621	108.02074545253173	52.89966980367397	27.261209737704117	2488	ENSG00000159692	CTBP1
ENST00000312726	115.89733839809044	138.68495840551924	151.63547281625262	113.49015028557133	78.49628422480654	107.61003843830574	1100	ENSG00000143774	GUK1
ENST00000562336	115.89733839809044	126.57754140186275	96.59741231257574	112.12279907731143	192.82782863919866	166.4368594512462	873	ENSG00000131143	COX4I1
ENST00000297564	115.89733839809044	152.993723955295	162.86773006190094	102.55134061949214	170.6440961408838	192.26326867643957	433	ENSG00000164919	COX6C
ENST00000517682	115.89733839809044	152.993723955295	162.86773006190094	102.55134061949214	170.6440961408838	192.26326867643957	429	ENSG00000164919	COX6C
ENST00000531005	115.89733839809044	92.4566389370128	96.59741231257574	79.30637007907393	80.20272518621537	97.56643485073054	2135	ENSG00000172638	EFEMP2
ENST00000569436	115.89733839809044	96.85933602925151	85.36515506692739	136.73512082598953	95.5606938388949	66.00082357549418	1119	ENSG00000102898	NUTF2
ENST00000326739	115.89733839809044	146.3896783169369	142.64966701973395	144.93922807554895	139.9281588355247	120.52324305090242	1651	ENSG00000178035	IMPDH2
ENST00000318560	114.59512111271862	53.93303937992414	30.327094563250526	113.49015028557133	71.6705203791712	35.87001281276857	5578	ENSG00000097007	ABL1
ENST00000368468	114.59512111271862	91.35596466395313	83.11870361779773	38.285833831277074	17.064409614088376	50.21801793787602	5018	ENSG00000111885	MAN1A1
ENST00000371384	114.59512111271862	61.63775929134187	71.8864463721494	147.67393049206868	100.68001672312144	78.91402818809087	2987	ENSG00000124098	FAM210B
ENST00000375446	114.59512111271862	96.85933602925151	125.80128115126143	121.6942575351307	88.73492999325956	124.82764458843465	1237	ENSG00000131669	NINJ1
ENST00000428192	114.59512111271862	100.16135884843054	104.4599923845296	86.14312612037341	90.4413709546684	91.82723280068755	1296	ENSG00000167770	OTUB1
ENST00000560409	114.59512111271862	127.67821567492244	125.80128115126143	108.02074545253173	121.15730826002749	121.95804356341317	819	ENSG00000140612	SEC11A
ENST00000393399	114.59512111271862	105.66473021372892	93.22773513888124	134.00041840946975	150.16680460397774	142.04525073856357	2120	ENSG00000137509	PRCP
ENST00000399523	114.59512111271862	108.96675303290795	116.81547535474274	103.91869182775204	117.74442633720983	116.21884151337021	1007	ENSG00000070010	UFD1
ENST00000380529	114.59512111271862	116.67147294432567	116.81547535474274	106.65339424427182	146.75392268116002	119.08844253839169	1370	ENSG00000124570	SERPINB6
ENST00000371989	114.59512111271862	100.16135884843054	90.98128368975158	131.26571599294994	107.50578056875678	107.61003843830574	2930	ENSG00000148248	SURF4
ENST00000629578	114.59512111271862	100.16135884843054	90.98128368975158	131.26571599294994	107.50578056875678	107.61003843830574	2930	ENSG00000280951	SURF4
ENST00000216080	114.59512111271862	79.24854766029668	75.25612354584389	87.5104773286333	73.37696134058001	73.1748261380479	2658	ENSG00000100258	LMF2
ENST00000329276	114.59512111271862	119.9734957635047	75.25612354584389	50.59199470561613	68.2576384563535	54.522419475408235	1913	ENSG00000101361	NOP56
ENST00000344877	114.59512111271862	139.78563267857888	177.4696644812438	110.75544786905152	126.276631144254	134.87124817600986	638	ENSG00000141552	ANAPC11
ENST00000617285	114.59512111271862	47.32899374156608	13.47870869477801	90.2451797451531	64.84475653353584	33.00041178774709	4598	ENSG00000149428	HYOU1
ENST00000630669	114.59512111271862	47.32899374156608	13.47870869477801	90.2451797451531	64.84475653353584	33.00041178774709	4598	ENSG00000280682	HYOU1
ENST00000341712	114.59512111271862	80.34922193335635	56.16128622824171	140.83717445076923	71.6705203791712	44.478815887833036	3846	ENSG00000133030	MPRIP
ENST00000415136	114.59512111271862	105.66473021372892	94.35096086344608	109.38809666079163	160.40545037243078	147.78445278860653	2126	ENSG00000244038	DDOST
ENST00000611155	114.59512111271862	69.3424792027596	61.777414851065885	127.16366236817025	139.9281588355247	165.00205893873547	1794	ENSG00000100219	XBP1
ENST00000266025	113.29290382734683	103.46338166760957	104.4599923845296	114.85750149383121	90.4413709546684	107.61003843830574	2107	ENSG00000126062	TMEM115
ENST00000274137	113.29290382734683	137.58428413245954	138.15676412147462	98.44928699471247	136.515276912707	99.00123536324128	518	ENSG00000145494	NDUFS6
ENST00000285605	113.29290382734683	105.66473021372892	117.9387010793076	185.95976432334578	95.5606938388949	121.95804356341317	3213	ENSG00000155254	MARVELD1
ENST00000525085	113.29290382734683	217.9335060658159	170.73031013385477	251.59262231982075	327.6366645904968	350.0913250526213	495	ENSG00000151366	NDUFC2
ENST00000237889	113.29290382734683	147.49035258999663	187.57869600232732	106.65339424427182	129.6895130670717	144.91485176358503	493	ENSG00000119013	NDUFB3
ENST00000329967	113.29290382734683	113.36945012514664	147.14256991799326	106.65339424427182	119.45086729861866	124.82764458843465	752	ENSG00000184990	SIVA1
ENST00000680916	113.29290382734683	143.08765549775794	113.44579818104826	108.02074545253173	134.8088359512982	154.95845535116024	3264	ENSG00000165280	VCP
ENST00000381132	113.29290382734683	91.35596466395313	83.11870361779773	207.83738365550408	474.3905872716569	505.04978040378154	2408	ENSG00000159200	RCAN1
ENST00000567411	113.29290382734683	66.04045638358058	57.284511952806554	132.63306720120985	102.38645768453027	136.3060486885206	1743	ENSG00000213614	HEXA
ENST00000253024	113.29290382734683	108.96675303290795	85.36515506692739	124.42895995165047	87.02848903185074	80.34882870060162	3364	ENSG00000130726	TRIM28
ENST00000394801	113.29290382734683	94.65798748313216	96.59741231257574	102.55134061949214	87.02848903185074	76.04442716306939	2368	ENSG00000109332	UBE2D3
ENST00000356000	113.29290382734683	94.65798748313216	101.09031521083509	77.93901887081404	71.6705203791712	80.34882870060162	2645	ENSG00000133318	RTN3
ENST00000537981	113.29290382734683	94.65798748313216	101.09031521083509	77.93901887081404	71.6705203791712	80.34882870060162	2532	ENSG00000133318	RTN3
ENST00000551840	113.29290382734683	116.67147294432567	120.18515252843727	106.65339424427182	136.515276912707	129.13204612596687	1874	ENSG00000111142	METAP2
ENST00000265077	113.29290382734683	55.033713652983806	75.25612354584389	83.40842370385361	35.835260189585604	94.69683382570905	12345	ENSG00000038427	VCAN
ENST00000256497	111.99068654197502	73.7451762949983	105.58321810909442	120.3269063268708	66.55119749494467	63.13122255047269	6113	ENSG00000134109	EDEM1
ENST00000269593	111.99068654197502	128.7788899479821	83.11870361779773	226.98030057114266	259.3790261341434	216.6548773891222	2205	ENSG00000141753	IGFBP4
ENST00000326799	111.99068654197502	75.94652484111766	96.59741231257574	139.46982324250934	63.138315572127	101.87083638826275	3994	ENSG00000136758	YME1L1
ENST00000333676	111.99068654197502	128.7788899479821	138.15676412147462	117.59220391035102	116.03798537580099	99.00123536324128	1009	ENSG00000262814	MRPL12
ENST00000368003	111.99068654197502	145.28900404387724	160.62127861277128	128.53101357643015	136.515276912707	130.5668466384776	888	ENSG00000143222	UFC1
ENST00000463906	111.99068654197502	137.58428413245954	113.44579818104826	56.061399538655714	97.26713480030375	106.17523792579499	937	ENSG00000117395	EBNA1BP2
ENST00000482504	111.99068654197502	132.08091276716115	137.0335383969098	87.5104773286333	116.03798537580099	129.13204612596687	1199	ENSG00000097033	SH3GLB1
ENST00000584895	111.99068654197502	121.0741700365644	125.80128115126143	125.79631115991037	143.34104075834236	177.91526355133215	1440	ENSG00000215472	RPL17-C18orf32
ENST00000528522	111.99068654197502	152.993723955295	112.32257245648341	143.571876867289	124.57019018284515	100.43603587575203	2050	ENSG00000154096	THY1
ENST00000638663	111.99068654197502	123.27551858268374	77.50257499497357	86.14312612037341	63.138315572127	80.34882870060162	1922	ENSG00000138760	SCARB2
ENST00000368521	111.99068654197502	119.9734957635047	152.75869854081748	113.49015028557133	114.33154441439213	81.78362921311236	1678	ENSG00000143612	C1orf43
ENST00000563060	111.99068654197502	107.86607875984825	99.96708948627024	51.95934591387602	87.02848903185074	60.261621525451204	1550	ENSG00000149925	ALDOA
ENST00000430882	111.99068654197502	82.55057047947571	62.90064057563072	155.87803774162808	52.89966980367397	64.56602306298343	3143	ENSG00000170558	CDH2
ENST00000380138	111.99068654197502	111.16810157902728	144.89611846886362	134.00041840946975	151.87324556538658	246.7856881518478	4244	ENSG00000164176	EDIL3
ENST00000612899	111.99068654197502	126.57754140186275	67.39354347389008	62.89815557995519	15.35796865267954	38.73961383779007	4665	ENSG00000118503	TNFAIP3
ENST00000492059	111.99068654197502	78.147873387237	31.450320287815366	132.63306720120985	54.60611076508281	47.34841691285453	4193	ENSG00000163520	FBLN2
ENST00000611653	111.99068654197502	126.57754140186275	124.6780554266966	101.18398941123226	172.3505371022926	149.21925330111728	793	ENSG00000167468	GPX4
ENST00000597451	111.99068654197502	90.25529039089345	97.72063803714059	86.14312612037341	83.61560710903305	124.82764458843465	514	ENSG00000221983	UBA52
ENST00000242577	111.99068654197502	226.73890025029328	239.24707933230968	127.16366236817025	114.33154441439213	117.65364202588094	663	ENSG00000088986	DYNLL1
ENST00000274031	110.68846925660323	58.33573647216284	53.91483477911205	90.2451797451531	44.36746499662978	53.087618962897494	6808	ENSG00000145391	SETD7
ENST00000441717	110.68846925660323	96.85933602925151	71.8864463721494	114.85750149383121	95.5606938388949	83.2184297256231	3363	ENSG00000166086	JAM3
ENST00000488050	110.68846925660323	113.36945012514664	147.14256991799326	91.612530953413	78.49628422480654	97.56643485073054	904	ENSG00000165283	STOML2
ENST00000319725	110.68846925660323	59.43641074522252	55.03806050367688	90.2451797451531	49.4867878808563	41.60921486281155	3153	ENSG00000107164	FUBP3
ENST00000576541	110.68846925660323	61.63775929134187	25.834191664991184	92.97988216167289	58.01899268790048	30.130810762725606	1285	ENSG00000185624	P4HB
ENST00000290573	110.68846925660323	81.44989620641603	38.18967463520437	76.57166766255415	59.72543364930933	67.43562408800493	5626	ENSG00000159399	HK2
ENST00000613129	110.68846925660323	84.75191902559506	81.99547789323292	121.6942575351307	109.21222153016562	107.61003843830574	3148	ENSG00000148248	SURF4
ENST00000627384	110.68846925660323	84.75191902559506	81.99547789323292	121.6942575351307	109.21222153016562	107.61003843830574	3148	ENSG00000280951	SURF4
